Processing file: SRR5723802_colostrum_cutadapter_finalcontigs.fa
>k141_47 flag=1 multi=1.0000 len=775
>k141_169 flag=1 multi=1.0000 len=1010
>k141_48 flag=1 multi=1.0000 len=431
>k141_622 flag=1 multi=1.0000 len=611
>k141_49 flag=1 multi=1.0000 len=719
>k141_623 flag=1 multi=3.0000 len=495
>k141_320 flag=1 multi=2.0000 len=434
>k141_624 flag=3 multi=2.0083 len=381
>k141_321 flag=1 multi=1.0000 len=373
>k141_625 flag=3 multi=1.0070 len=283
>k141_322 flag=1 multi=1.0000 len=480
>k141_610 flag=1 multi=1.0000 len=537
>k141_323 flag=1 multi=2.0000 len=410
>k141_324 flag=1 multi=1.0000 len=417
>k141_611 flag=1 multi=1.0000 len=697
>k141_612 flag=1 multi=1.0000 len=590
>k141_613 flag=1 multi=1.0000 len=644
Processing file: SRR5723803_LM1_cutadapter_finalcontigs.fa
>k141_2066 flag=1 multi=2.0000 len=303
>k141_252 flag=1 multi=3.0000 len=397
>k141_986 flag=1 multi=2.0000 len=390
>k141_987 flag=1 multi=2.0000 len=320
>k141_2067 flag=0 multi=1.0000 len=415
>k141_253 flag=1 multi=1.0000 len=698
>k141_988 flag=1 multi=3.0000 len=603
>k141_2068 flag=1 multi=1.0000 len=484
>k141_989 flag=1 multi=2.0000 len=341
>k141_254 flag=1 multi=2.0000 len=447
>k141_255 flag=1 multi=1.0000 len=358
>k141_2069 flag=1 multi=1.0000 len=773
>k141_990 flag=1 multi=1.0000 len=647
>k141_2070 flag=1 multi=3.0000 len=322
>k141_2071 flag=1 multi=2.0000 len=305
>k141_991 flag=1 multi=2.0000 len=509
>k141_256 flag=1 multi=2.0000 len=952
>k141_992 flag=1 multi=2.0000 len=521
>k141_993 flag=1 multi=2.0000 len=325
>k141_609 flag=1 multi=1.0000 len=472
>k141_257 flag=1 multi=2.0000 len=492
>k141_994 flag=1 multi=2.0000 len=309
>k141_258 flag=0 multi=1.0000 len=214
>k141_995 flag=1 multi=2.0000 len=401
>k141_260 flag=0 multi=1.0000 len=283
>k141_610 flag=1 multi=2.0000 len=561
>k141_611 flag=1 multi=3.0000 len=318
>k141_996 flag=1 multi=1.0000 len=482
>k141_612 flag=1 multi=1.0000 len=505
>k141_261 flag=1 multi=1.0000 len=792
>k141_997 flag=1 multi=2.0000 len=624
>k141_613 flag=0 multi=1.0000 len=439
>k141_263 flag=1 multi=1.9070 len=485
>k141_998 flag=1 multi=1.0000 len=540
>k141_264 flag=1 multi=1.0000 len=425
>k141_999 flag=1 multi=1.0000 len=490
>k141_265 flag=1 multi=2.0000 len=548
>k141_1000 flag=1 multi=1.0000 len=309
>k141_614 flag=1 multi=2.0000 len=1061
>k141_1001 flag=0 multi=1.0000 len=204
>k141_266 flag=1 multi=1.0000 len=373
>k141_615 flag=1 multi=3.0000 len=609
>k141_616 flag=1 multi=1.0000 len=483
>k141_1846 flag=1 multi=1.0000 len=501
>k141_1847 flag=1 multi=2.0000 len=420
>k141_1848 flag=1 multi=2.0000 len=301
>k141_617 flag=1 multi=3.0000 len=809
>k141_1849 flag=1 multi=2.0000 len=546
>k141_618 flag=1 multi=2.0000 len=512
>k141_619 flag=1 multi=1.0000 len=370
>k141_1850 flag=1 multi=1.0000 len=562
>k141_1003 flag=1 multi=2.0000 len=2323
>k141_620 flag=1 multi=2.0000 len=475
>k141_1004 flag=1 multi=2.0000 len=425
>k141_1851 flag=1 multi=2.0000 len=539
>k141_1005 flag=1 multi=3.0000 len=325
>k141_621 flag=1 multi=2.0000 len=426
>k141_622 flag=1 multi=1.0000 len=321
>k141_1852 flag=1 multi=2.0000 len=670
>k141_525 flag=1 multi=1.0000 len=586
>k141_623 flag=1 multi=1.0000 len=379
>k141_526 flag=1 multi=2.0000 len=551
>k141_1853 flag=1 multi=1.0000 len=671
>k141_624 flag=1 multi=1.0000 len=602
>k141_527 flag=1 multi=2.0000 len=365
>k141_625 flag=1 multi=2.0000 len=343
>k141_1854 flag=1 multi=2.0000 len=409
>k141_528 flag=1 multi=1.0000 len=517
>k141_1855 flag=1 multi=2.0000 len=526
>k141_529 flag=1 multi=2.0000 len=342
>k141_626 flag=1 multi=1.0000 len=800
>k141_1856 flag=1 multi=1.0000 len=518
>k141_530 flag=0 multi=1.0000 len=369
>k141_627 flag=1 multi=2.0000 len=408
>k141_1857 flag=1 multi=2.0000 len=519
>k141_628 flag=1 multi=2.0000 len=417
>k141_531 flag=1 multi=1.0000 len=604
>k141_1858 flag=1 multi=1.0000 len=371
>k141_1859 flag=1 multi=1.0000 len=301
>k141_629 flag=1 multi=1.0000 len=584
>k141_532 flag=1 multi=1.0000 len=483
>k141_1860 flag=1 multi=2.0000 len=444
>k141_378 flag=1 multi=2.0000 len=411
>k141_379 flag=0 multi=1.0000 len=314
>k141_1862 flag=1 multi=2.0000 len=379
>k141_380 flag=1 multi=2.0000 len=369
>k141_533 flag=1 multi=3.0000 len=837
>k141_1863 flag=1 multi=1.0000 len=395
>k141_381 flag=1 multi=1.0000 len=338
>k141_534 flag=1 multi=1.0000 len=283
>k141_1864 flag=1 multi=1.0000 len=361
>k141_382 flag=1 multi=1.0000 len=425
>k141_1865 flag=1 multi=2.0000 len=382
>k141_535 flag=1 multi=1.0000 len=587
>k141_2126 flag=1 multi=1.0000 len=525
>k141_383 flag=1 multi=1.7133 len=699
>k141_536 flag=1 multi=1.0000 len=537
>k141_2127 flag=1 multi=1.0000 len=503
>k141_537 flag=1 multi=1.0000 len=428
>k141_2128 flag=1 multi=2.0000 len=379
>k141_538 flag=1 multi=2.0000 len=437
>k141_384 flag=1 multi=4.0000 len=817
>k141_385 flag=1 multi=2.0000 len=317
>k141_2129 flag=1 multi=1.0000 len=522
>k141_539 flag=1 multi=1.0000 len=766
>k141_2130 flag=1 multi=3.0000 len=548
>k141_540 flag=0 multi=1.0000 len=408
>k141_386 flag=1 multi=1.0000 len=1137
>k141_387 flag=0 multi=1.0000 len=315
>k141_541 flag=1 multi=1.0000 len=533
>k141_388 flag=0 multi=1.0000 len=234
>k141_2131 flag=1 multi=2.0000 len=1144
>k141_389 flag=1 multi=2.0000 len=383
>k141_542 flag=1 multi=2.0000 len=595
>k141_390 flag=0 multi=1.0000 len=277
>k141_2132 flag=1 multi=1.0000 len=641
>k141_391 flag=1 multi=2.0000 len=467
>k141_543 flag=1 multi=2.0000 len=506
>k141_2133 flag=1 multi=2.0000 len=369
>k141_544 flag=1 multi=2.0000 len=313
>k141_392 flag=0 multi=1.0000 len=547
>k141_545 flag=1 multi=4.0000 len=386
>k141_2134 flag=1 multi=2.0000 len=532
>k141_393 flag=1 multi=2.0000 len=362
>k141_2135 flag=1 multi=2.0000 len=541
>k141_394 flag=1 multi=2.0000 len=465
>k141_1626 flag=1 multi=3.0000 len=672
>k141_2136 flag=1 multi=2.0000 len=323
>k141_395 flag=1 multi=1.0000 len=405
>k141_2137 flag=1 multi=3.0000 len=359
>k141_1627 flag=1 multi=1.0000 len=647
>k141_2138 flag=1 multi=2.0000 len=484
>k141_396 flag=0 multi=1.0000 len=544
>k141_1628 flag=1 multi=2.0000 len=536
>k141_2139 flag=1 multi=1.0000 len=702
>k141_397 flag=1 multi=1.0000 len=790
>k141_1629 flag=1 multi=1.0000 len=633
>k141_398 flag=1 multi=1.0000 len=364
>k141_1630 flag=1 multi=2.0000 len=349
>k141_2140 flag=1 multi=3.0000 len=593
>k141_1046 flag=1 multi=2.0000 len=343
>k141_2141 flag=1 multi=2.0000 len=309
>k141_1047 flag=0 multi=1.0000 len=363
>k141_1048 flag=1 multi=2.0000 len=351
>k141_1631 flag=1 multi=3.0000 len=827
>k141_2142 flag=1 multi=2.0000 len=677
>k141_1632 flag=1 multi=2.0000 len=308
>k141_1633 flag=1 multi=2.0000 len=337
>k141_1049 flag=1 multi=1.0000 len=684
>k141_1050 flag=1 multi=1.0000 len=315
>k141_2143 flag=1 multi=2.0000 len=1077
>k141_1052 flag=1 multi=1.0000 len=477
>k141_2144 flag=1 multi=1.0000 len=353
>k141_1053 flag=1 multi=2.0000 len=332
>k141_1054 flag=1 multi=2.0000 len=315
>k141_2145 flag=1 multi=2.0000 len=401
>k141_966 flag=0 multi=1.0000 len=668
>k141_1106 flag=1 multi=2.0000 len=319
>k141_1055 flag=1 multi=3.0000 len=373
>k141_967 flag=1 multi=2.0000 len=517
>k141_1056 flag=1 multi=2.0000 len=377
>k141_1107 flag=0 multi=1.0000 len=473
>k141_1108 flag=1 multi=1.0000 len=307
>k141_968 flag=1 multi=2.0000 len=538
>k141_1057 flag=1 multi=1.0000 len=758
>k141_1110 flag=1 multi=1.0000 len=556
>k141_1058 flag=1 multi=1.0000 len=344
>k141_969 flag=1 multi=1.0000 len=490
>k141_1111 flag=1 multi=1.0000 len=411
>k141_1112 flag=1 multi=2.0000 len=340
>k141_1114 flag=0 multi=1.0000 len=307
>k141_1059 flag=1 multi=1.0000 len=880
>k141_970 flag=0 multi=1.0000 len=880
>k141_1060 flag=1 multi=1.0000 len=445
>k141_1115 flag=1 multi=1.0000 len=511
>k141_1061 flag=1 multi=1.0000 len=368
>k141_971 flag=1 multi=3.0000 len=505
>k141_972 flag=1 multi=2.0000 len=308
>k141_1116 flag=1 multi=2.0000 len=550
>k141_1062 flag=1 multi=1.0000 len=555
>k141_973 flag=1 multi=1.0000 len=386
>k141_1117 flag=1 multi=2.0000 len=482
>k141_1063 flag=1 multi=1.0000 len=355
>k141_974 flag=1 multi=3.0000 len=427
>k141_1064 flag=1 multi=2.0000 len=317
>k141_1118 flag=1 multi=2.0000 len=440
>k141_975 flag=1 multi=1.0000 len=514
>k141_976 flag=1 multi=2.0000 len=358
>k141_1065 flag=1 multi=1.0000 len=774
>k141_1119 flag=1 multi=1.0000 len=1049
>k141_977 flag=1 multi=3.0000 len=633
>k141_441 flag=1 multi=1.0000 len=940
>k141_978 flag=1 multi=2.0000 len=552
>k141_442 flag=1 multi=1.0000 len=443
>k141_1366 flag=1 multi=1.0000 len=483
>k141_483 flag=1 multi=1.0000 len=435
>k141_1367 flag=1 multi=2.0000 len=459
>k141_443 flag=1 multi=1.0000 len=706
>k141_444 flag=1 multi=1.0000 len=460
>k141_1368 flag=1 multi=3.0000 len=722
>k141_484 flag=0 multi=1.9484 len=878
>k141_445 flag=1 multi=1.0000 len=516
>k141_1369 flag=1 multi=2.0000 len=459
>k141_446 flag=1 multi=2.0000 len=348
>k141_485 flag=1 multi=2.0000 len=514
>k141_1370 flag=1 multi=2.0000 len=403
>k141_1371 flag=1 multi=3.0000 len=606
>k141_486 flag=1 multi=1.0000 len=714
>k141_1372 flag=1 multi=2.0000 len=419
>k141_1373 flag=1 multi=1.0000 len=402
>k141_2506 flag=1 multi=3.0000 len=410
>k141_487 flag=1 multi=1.9787 len=846
>k141_2507 flag=1 multi=1.0000 len=504
>k141_1374 flag=1 multi=3.0000 len=631
>k141_2508 flag=1 multi=3.0000 len=327
>k141_489 flag=1 multi=1.0000 len=476
>k141_1375 flag=1 multi=1.0000 len=423
>k141_2509 flag=1 multi=3.0000 len=332
>k141_490 flag=1 multi=2.0000 len=556
>k141_1376 flag=1 multi=2.0000 len=392
>k141_1377 flag=1 multi=2.0000 len=304
>k141_2510 flag=1 multi=2.0000 len=589
>k141_491 flag=1 multi=1.0000 len=435
>k141_492 flag=1 multi=1.0000 len=377
>k141_2511 flag=1 multi=1.0000 len=489
>k141_1378 flag=1 multi=2.0000 len=558
>k141_493 flag=0 multi=1.0000 len=307
>k141_1379 flag=1 multi=2.0000 len=332
>k141_1380 flag=1 multi=1.0000 len=400
>k141_494 flag=1 multi=2.0000 len=493
>k141_2512 flag=1 multi=3.0000 len=765
>k141_1381 flag=1 multi=2.0000 len=342
>k141_495 flag=0 multi=1.0000 len=327
>k141_2513 flag=1 multi=2.0000 len=307
>k141_1382 flag=1 multi=2.0000 len=383
>k141_2514 flag=1 multi=3.0000 len=470
>k141_1383 flag=1 multi=3.0000 len=394
>k141_496 flag=1 multi=1.0000 len=770
>k141_1384 flag=1 multi=2.0000 len=482
>k141_2515 flag=1 multi=2.0000 len=577
>k141_497 flag=0 multi=1.0000 len=405
>k141_1385 flag=1 multi=3.0000 len=493
>k141_2516 flag=1 multi=2.0000 len=709
>k141_1666 flag=0 multi=1.0000 len=452
>k141_499 flag=1 multi=1.0000 len=620
>k141_2517 flag=1 multi=2.0000 len=595
>k141_1667 flag=1 multi=2.0000 len=483
>k141_500 flag=1 multi=1.0000 len=444
>k141_1668 flag=1 multi=2.0000 len=369
>k141_1669 flag=1 multi=3.0000 len=334
>k141_502 flag=1 multi=2.0000 len=475
>k141_503 flag=0 multi=1.0000 len=262
>k141_1670 flag=1 multi=2.0000 len=454
>k141_315 flag=1 multi=2.0000 len=311
>k141_1671 flag=1 multi=2.0000 len=434
>k141_2518 flag=1 multi=1.9436 len=1417
>k141_1672 flag=1 multi=3.0000 len=542
>k141_2519 flag=1 multi=2.0000 len=468
>k141_316 flag=1 multi=2.0000 len=849
>k141_1673 flag=1 multi=2.0000 len=333
>k141_317 flag=1 multi=1.0000 len=363
>k141_1674 flag=1 multi=2.0000 len=344
>k141_2520 flag=1 multi=3.0000 len=576
>k141_1675 flag=1 multi=3.0000 len=369
>k141_1676 flag=1 multi=3.0000 len=443
>k141_1677 flag=1 multi=2.0000 len=422
>k141_1606 flag=1 multi=1.0000 len=758
>k141_2521 flag=1 multi=2.0000 len=996
>k141_1678 flag=1 multi=2.0000 len=386
>k141_1679 flag=1 multi=1.0000 len=467
>k141_1607 flag=1 multi=2.0000 len=586
>k141_2522 flag=1 multi=2.0000 len=815
>k141_1680 flag=1 multi=2.0000 len=640
>k141_2523 flag=1 multi=2.0000 len=557
>k141_1681 flag=0 multi=1.0000 len=315
>k141_1682 flag=1 multi=2.0000 len=452
>k141_1683 flag=1 multi=1.0000 len=401
>k141_2524 flag=1 multi=2.0000 len=752
>k141_1608 flag=1 multi=2.0000 len=1595
>k141_1684 flag=1 multi=1.0000 len=386
>k141_1609 flag=1 multi=1.0000 len=314
>k141_2525 flag=1 multi=1.0000 len=859
>k141_1685 flag=1 multi=2.0000 len=1004
>k141_1086 flag=1 multi=2.0000 len=450
>k141_1088 flag=1 multi=2.0000 len=525
>k141_1610 flag=1 multi=2.0000 len=1553
>k141_693 flag=1 multi=3.0000 len=825
>k141_694 flag=1 multi=2.0000 len=337
>k141_1611 flag=1 multi=1.0000 len=519
>k141_1089 flag=1 multi=1.0000 len=824
>k141_695 flag=0 multi=1.0000 len=491
>k141_1612 flag=1 multi=1.0000 len=471
>k141_1090 flag=0 multi=1.0000 len=466
>k141_1613 flag=0 multi=1.0000 len=318
>k141_2246 flag=1 multi=1.0000 len=387
>k141_1091 flag=0 multi=1.5738 len=446
>k141_1614 flag=1 multi=1.0000 len=505
>k141_1615 flag=1 multi=1.0000 len=328
>k141_1092 flag=1 multi=1.0000 len=543
>k141_1616 flag=1 multi=2.0000 len=306
>k141_2247 flag=1 multi=2.0000 len=932
>k141_1617 flag=1 multi=3.0000 len=659
>k141_2248 flag=1 multi=0.9855 len=623
>k141_2249 flag=1 multi=1.0000 len=341
>k141_1093 flag=0 multi=1.5472 len=1316
>k141_2250 flag=1 multi=1.0000 len=441
>k141_1094 flag=1 multi=3.0000 len=312
>k141_2251 flag=1 multi=2.0000 len=320
>k141_1095 flag=1 multi=2.0000 len=338
>k141_2252 flag=1 multi=3.0000 len=493
>k141_2253 flag=1 multi=1.0000 len=400
>k141_1096 flag=1 multi=2.0000 len=830
>k141_2254 flag=1 multi=3.0000 len=453
>k141_1618 flag=1 multi=1.0000 len=2063
>k141_2255 flag=1 multi=2.0000 len=461
>k141_1619 flag=1 multi=3.0000 len=456
>k141_1097 flag=1 multi=1.0000 len=788
>k141_2256 flag=0 multi=1.0000 len=339
>k141_1620 flag=1 multi=2.0000 len=322
>k141_2257 flag=1 multi=2.0000 len=331
>k141_1621 flag=1 multi=2.0000 len=345
>k141_2258 flag=0 multi=1.0000 len=361
>k141_672 flag=1 multi=1.0000 len=493
>k141_1622 flag=1 multi=2.0000 len=425
>k141_2259 flag=1 multi=2.0000 len=438
>k141_1623 flag=1 multi=3.0000 len=377
>k141_673 flag=0 multi=1.0000 len=490
>k141_2260 flag=1 multi=2.0000 len=378
>k141_2261 flag=1 multi=2.0000 len=363
>k141_674 flag=1 multi=1.0000 len=587
>k141_1624 flag=1 multi=1.0000 len=726
>k141_2262 flag=1 multi=2.0000 len=538
>k141_1625 flag=1 multi=3.0000 len=383
>k141_675 flag=1 multi=1.0000 len=559
>k141_2263 flag=1 multi=1.0000 len=527
>k141_2186 flag=0 multi=1.0000 len=439
>k141_42 flag=0 multi=1.0000 len=253
>k141_43 flag=1 multi=1.0000 len=505
>k141_2264 flag=1 multi=3.0000 len=865
>k141_44 flag=1 multi=1.0000 len=427
>k141_2265 flag=1 multi=2.0000 len=385
>k141_45 flag=1 multi=2.0000 len=361
>k141_2466 flag=1 multi=1.0000 len=304
>k141_47 flag=1 multi=1.0000 len=538
>k141_2467 flag=1 multi=1.0000 len=601
>k141_48 flag=1 multi=3.0000 len=306
>k141_49 flag=1 multi=1.0000 len=456
>k141_2468 flag=1 multi=1.0000 len=627
>k141_50 flag=1 multi=1.0000 len=620
>k141_2469 flag=1 multi=1.0000 len=680
>k141_2470 flag=1 multi=2.0000 len=317
>k141_2471 flag=1 multi=1.0000 len=393
>k141_51 flag=1 multi=3.0000 len=803
>k141_52 flag=1 multi=1.0000 len=357
>k141_2187 flag=1 multi=6.0000 len=3567
>k141_2472 flag=1 multi=2.0000 len=552
>k141_53 flag=1 multi=1.0000 len=301
>k141_2189 flag=1 multi=2.0000 len=354
>k141_2473 flag=1 multi=1.0000 len=436
>k141_54 flag=1 multi=1.0000 len=396
>k141_2190 flag=1 multi=1.0000 len=362
>k141_2474 flag=1 multi=1.0000 len=514
>k141_55 flag=1 multi=1.0000 len=783
>k141_2191 flag=1 multi=2.0000 len=722
>k141_2475 flag=1 multi=2.0000 len=566
>k141_2192 flag=1 multi=1.0000 len=330
>k141_2476 flag=1 multi=3.0000 len=390
>k141_2477 flag=1 multi=2.0000 len=324
>k141_2193 flag=1 multi=1.0000 len=515
>k141_2478 flag=1 multi=2.0000 len=315
>k141_2194 flag=1 multi=2.0000 len=433
>k141_56 flag=1 multi=3.0000 len=1275
>k141_2195 flag=1 multi=2.0000 len=380
>k141_2479 flag=1 multi=1.0000 len=708
>k141_57 flag=1 multi=1.0000 len=426
>k141_2480 flag=0 multi=1.0000 len=301
>k141_2106 flag=1 multi=1.0000 len=320
>k141_2026 flag=1 multi=3.0000 len=588
>k141_2107 flag=1 multi=1.0000 len=527
>k141_2481 flag=1 multi=1.0000 len=814
>k141_2108 flag=1 multi=1.0000 len=552
>k141_2027 flag=1 multi=2.0000 len=584
>k141_2482 flag=1 multi=1.0000 len=762
>k141_2028 flag=1 multi=2.0000 len=473
>k141_2109 flag=1 multi=3.0000 len=525
>k141_2483 flag=1 multi=1.0000 len=406
>k141_2029 flag=1 multi=2.0000 len=406
>k141_2110 flag=1 multi=3.0000 len=426
>k141_756 flag=1 multi=3.0000 len=536
>k141_2030 flag=1 multi=3.0000 len=676
>k141_2031 flag=1 multi=2.0000 len=344
>k141_757 flag=1 multi=1.0000 len=475
>k141_2032 flag=1 multi=2.0000 len=461
>k141_758 flag=1 multi=3.0000 len=556
>k141_2111 flag=1 multi=3.0000 len=1394
>k141_2112 flag=1 multi=2.0000 len=393
>k141_2033 flag=1 multi=3.0000 len=609
>k141_759 flag=1 multi=1.0000 len=449
>k141_2113 flag=1 multi=2.0000 len=389
>k141_2034 flag=1 multi=3.0000 len=436
>k141_2114 flag=1 multi=2.0000 len=336
>k141_760 flag=1 multi=2.0000 len=586
>k141_2115 flag=1 multi=2.0000 len=341
>k141_761 flag=1 multi=3.0000 len=418
>k141_2035 flag=0 multi=1.0000 len=522
>k141_762 flag=1 multi=2.0000 len=465
>k141_763 flag=1 multi=2.0000 len=376
>k141_2036 flag=1 multi=2.0000 len=616
>k141_2116 flag=1 multi=2.0000 len=919
>k141_2037 flag=1 multi=1.0000 len=418
>k141_764 flag=1 multi=1.0000 len=499
>k141_2117 flag=1 multi=1.0000 len=540
>k141_766 flag=1 multi=2.0000 len=603
>k141_2118 flag=1 multi=2.0000 len=508
>k141_767 flag=1 multi=2.0000 len=316
>k141_2119 flag=1 multi=2.0000 len=343
>k141_768 flag=1 multi=2.0000 len=319
>k141_2120 flag=1 multi=3.0000 len=481
>k141_769 flag=1 multi=2.0000 len=447
>k141_2121 flag=1 multi=4.0000 len=507
>k141_2038 flag=1 multi=2.0000 len=1637
>k141_2039 flag=1 multi=1.0000 len=312
>k141_2122 flag=0 multi=1.0000 len=566
>k141_2040 flag=1 multi=1.0000 len=480
>k141_2123 flag=1 multi=2.0000 len=498
>k141_2041 flag=1 multi=2.0000 len=436
>k141_770 flag=1 multi=2.0000 len=1318
>k141_2042 flag=1 multi=2.0000 len=372
>k141_771 flag=1 multi=2.0000 len=356
>k141_2043 flag=1 multi=1.0000 len=319
>k141_772 flag=1 multi=3.0000 len=397
>k141_773 flag=1 multi=3.0000 len=534
>k141_2044 flag=1 multi=3.0000 len=678
>k141_2124 flag=1 multi=3.0000 len=1350
>k141_774 flag=1 multi=2.0000 len=443
>k141_2045 flag=1 multi=2.0000 len=436
>k141_2125 flag=1 multi=2.0000 len=415
>k141_273 flag=0 multi=1.0000 len=317
>k141_274 flag=0 multi=1.0000 len=234
>k141_1866 flag=1 multi=2.0000 len=420
>k141_775 flag=1 multi=3.0000 len=1118
>k141_276 flag=1 multi=3.0000 len=606
>k141_1867 flag=1 multi=3.0000 len=667
>k141_277 flag=1 multi=3.0000 len=375
>k141_776 flag=1 multi=2.0000 len=464
>k141_1868 flag=1 multi=1.0000 len=674
>k141_1966 flag=1 multi=2.0000 len=520
>k141_278 flag=0 multi=1.0000 len=601
>k141_1869 flag=1 multi=2.0000 len=549
>k141_1967 flag=1 multi=1.0000 len=574
>k141_279 flag=1 multi=1.0000 len=586
>k141_1870 flag=1 multi=2.0000 len=371
>k141_1871 flag=1 multi=2.0000 len=405
>k141_280 flag=1 multi=2.0000 len=385
>k141_1968 flag=1 multi=2.0000 len=662
>k141_1872 flag=1 multi=1.0000 len=660
>k141_1970 flag=1 multi=2.0000 len=594
>k141_281 flag=1 multi=2.0000 len=717
>k141_282 flag=1 multi=1.0000 len=412
>k141_1971 flag=0 multi=1.0000 len=469
>k141_1873 flag=1 multi=1.0000 len=656
>k141_1972 flag=1 multi=3.0000 len=375
>k141_283 flag=0 multi=1.0000 len=368
>k141_1874 flag=1 multi=1.0000 len=408
>k141_1875 flag=1 multi=2.0000 len=354
>k141_1973 flag=1 multi=1.0000 len=532
>k141_284 flag=1 multi=2.0000 len=527
>k141_1876 flag=1 multi=2.0000 len=376
>k141_285 flag=1 multi=1.0000 len=486
>k141_1877 flag=1 multi=1.0000 len=483
>k141_286 flag=1 multi=2.0000 len=366
>k141_1878 flag=1 multi=2.0000 len=312
>k141_287 flag=1 multi=1.0000 len=313
>k141_1974 flag=1 multi=2.0000 len=1024
>k141_1975 flag=1 multi=2.0000 len=370
>k141_1879 flag=1 multi=1.0000 len=670
>k141_1976 flag=1 multi=1.0000 len=323
>k141_288 flag=1 multi=2.0000 len=621
>k141_1880 flag=0 multi=1.0000 len=414
>k141_1977 flag=1 multi=2.0000 len=386
>k141_289 flag=1 multi=2.0000 len=423
>k141_290 flag=1 multi=2.0000 len=314
>k141_1978 flag=1 multi=1.0000 len=552
>k141_1881 flag=1 multi=2.0000 len=657
>k141_291 flag=1 multi=1.0000 len=567
>k141_1980 flag=1 multi=2.0000 len=540
>k141_292 flag=1 multi=2.0000 len=420
>k141_1981 flag=1 multi=1.0000 len=572
>k141_293 flag=1 multi=2.0000 len=404
>k141_1882 flag=1 multi=4.0000 len=1211
>k141_1982 flag=1 multi=3.0000 len=422
>k141_2086 flag=1 multi=3.0000 len=421
>k141_1883 flag=1 multi=3.0000 len=371
>k141_1983 flag=0 multi=1.0000 len=410
>k141_2087 flag=1 multi=1.0000 len=778
>k141_1984 flag=0 multi=1.0000 len=554
>k141_1884 flag=1 multi=1.0000 len=727
>k141_2088 flag=0 multi=1.8233 len=373
>k141_1885 flag=1 multi=1.0000 len=312
>k141_2089 flag=1 multi=1.0000 len=380
>k141_2090 flag=0 multi=1.0000 len=345
>k141_714 flag=1 multi=3.0000 len=738
>k141_2091 flag=0 multi=1.0000 len=440
>k141_1985 flag=1 multi=1.0000 len=1293
>k141_715 flag=1 multi=2.0000 len=530
>k141_2092 flag=1 multi=3.0000 len=323
>k141_2266 flag=1 multi=2.0000 len=343
>k141_716 flag=1 multi=2.0000 len=329
>k141_2093 flag=1 multi=3.0000 len=340
>k141_2267 flag=1 multi=2.0000 len=316
>k141_2268 flag=1 multi=2.0000 len=381
>k141_2094 flag=0 multi=1.0000 len=607
>k141_2269 flag=0 multi=1.0000 len=370
>k141_717 flag=1 multi=1.0000 len=901
>k141_718 flag=1 multi=2.0000 len=373
>k141_2095 flag=1 multi=2.0000 len=585
>k141_2270 flag=1 multi=3.0000 len=533
>k141_719 flag=1 multi=2.0000 len=436
>k141_2097 flag=1 multi=3.0000 len=313
>k141_720 flag=1 multi=2.0000 len=333
>k141_2098 flag=1 multi=1.0000 len=562
>k141_721 flag=1 multi=2.0000 len=369
>k141_2271 flag=1 multi=2.0000 len=938
>k141_722 flag=1 multi=1.0000 len=315
>k141_2099 flag=1 multi=1.0000 len=367
>k141_723 flag=1 multi=1.0000 len=316
>k141_2100 flag=1 multi=1.0000 len=356
>k141_2272 flag=1 multi=1.0000 len=592
>k141_724 flag=1 multi=1.0000 len=427
>k141_2273 flag=1 multi=2.0000 len=330
>k141_2102 flag=1 multi=1.0000 len=364
>k141_725 flag=1 multi=2.0000 len=379
>k141_2274 flag=1 multi=2.0000 len=301
>k141_726 flag=0 multi=1.0000 len=259
>k141_2103 flag=1 multi=1.0000 len=444
>k141_2104 flag=1 multi=1.0000 len=318
>k141_2105 flag=0 multi=1.0000 len=356
>k141_727 flag=1 multi=1.0000 len=597
>k141_2275 flag=1 multi=2.0000 len=809
>k141_2276 flag=1 multi=2.0000 len=345
>k141_728 flag=1 multi=1.0000 len=390
>k141_399 flag=1 multi=2.0000 len=678
>k141_2277 flag=1 multi=2.0000 len=448
>k141_400 flag=1 multi=2.0000 len=482
>k141_2226 flag=1 multi=1.0000 len=623
>k141_401 flag=1 multi=1.0000 len=314
>k141_2278 flag=1 multi=3.0000 len=648
>k141_402 flag=1 multi=3.0000 len=306
>k141_2227 flag=1 multi=2.0000 len=371
>k141_2279 flag=1 multi=3.0000 len=536
>k141_403 flag=0 multi=1.0000 len=435
>k141_2228 flag=1 multi=1.0000 len=549
>k141_2280 flag=1 multi=1.0000 len=578
>k141_1886 flag=1 multi=1.0000 len=516
